product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
Wheat Bisks,Asda,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",,,,"Wheat Bisks Asda Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals   ",5
Pom'potes sans sucres ajoutés,Materne,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Frais, Compotes, Compotes de pomme, Compotes à boire",,,,"Pom'potes sans sucres ajoutés Materne Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Frais, Compotes, Compotes de pomme, Compotes à boire   ",8
Panzani spaghetti 500g,"Ebro Foods, Panzani","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Pâtes de blé dur sèches, Spaghettis de blé dur",,,,"Panzani spaghetti 500g Ebro Foods, Panzani Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Pâtes de blé dur sèches, Spaghettis de blé dur   ",4
Cracotte framboise,Lu,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits,Filled extruded crispbreads,Extruded and grilled biscuits with fruits filling",,,,"Cracotte framboise Lu Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Filled biscuits,Filled extruded crispbreads,Extruded and grilled biscuits with fruits filling   ",1
Lait concentré sucré en tube Format Économique ♦,Régilait®,"Produits laitiers,Laits (fluide et poudre),Laits,Laits concentrés,Laits concentrés sucrés,Laits concentrés non sucrés,Laits entiers,Laits entiers concentrés,Lait concentré entier sucré",,,,"Lait concentré sucré en tube Format Économique ♦ Régilait® Produits laitiers,Laits (fluide et poudre),Laits,Laits concentrés,Laits concentrés sucrés,Laits concentrés non sucrés,Laits entiers,Laits entiers concentrés,Lait concentré entier sucré   ",9
Milk Hazelnut,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats au lait,Chocolats fourrés,Chocolats au lait fourrés",,,,"Milk Hazelnut Lindt Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats au lait,Chocolats fourrés,Chocolats au lait fourrés   ",9
Babybel,Babybel,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Fresh foods, French cheeses, Pasteurized cheeses, Industrial cheese",,,,"Babybel Babybel Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Fresh foods, French cheeses, Pasteurized cheeses, Industrial cheese   ",2
Bonduelle taboule poulet roti 300g,Bonduelle,"Plats préparés, Taboulés, Taboulés au poulet, en:Vegetables - Prepared/Processed (Perishable)",,,,"Bonduelle taboule poulet roti 300g Bonduelle Plats préparés, Taboulés, Taboulés au poulet, en:Vegetables - Prepared/Processed (Perishable)   ",9
Ultra-Concentré Réglisse Anis,Antésite,"Boissons et préparations de boissons, Boissons, Préparations pour boissons, Sirops, Sirops aromatisés, Boissons sans alcool, Antesite",,,,"Ultra-Concentré Réglisse Anis Antésite Boissons et préparations de boissons, Boissons, Préparations pour boissons, Sirops, Sirops aromatisés, Boissons sans alcool, Antesite   ",8
St Amand Eau Minérale Naturelle 1L5,Saint amand,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Boissons sans sucre ajouté, Boissons et préparations de boissons",,,,"St Amand Eau Minérale Naturelle 1L5 Saint amand Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Boissons sans sucre ajouté, Boissons et préparations de boissons   ",8
Filets de maquereaux Escabèche,Saupiquet,"Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'escabeche,Maquereaux en conserve",,,,"Filets de maquereaux Escabèche Saupiquet Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'escabeche,Maquereaux en conserve   ",9
Sablés bio chocolat noir intense,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits sablés,Sablés au chocolat",,,,"Sablés bio chocolat noir intense Gerblé Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits sablés,Sablés au chocolat   ",1
Petits Muffins Chocolat,Bonne Maman,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins, Gâteaux au chocolat, Muffins au chocolat",,,,"Petits Muffins Chocolat Bonne Maman Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Muffins, Gâteaux au chocolat, Muffins au chocolat   ",1
le Brie,Président,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Queijos,en:Soft cheeses,Queijos de vaca,en:Soft cheeses with bloomy rind,Queijos franceses,Brie",,,,"le Brie Président Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Queijos,en:Soft cheeses,Queijos de vaca,en:Soft cheeses with bloomy rind,Queijos franceses,Brie   ",9
Biscuits Farine de Blé et Graines de Sésame,Bjorg,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits Bio, Biscuits aux céréales",,,,"Biscuits Farine de Blé et Graines de Sésame Bjorg Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits Bio, Biscuits aux céréales   ",1
Son d'Avoine Bio,Bjorg,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Son, Sons de céréales, Avoines, Sons d'avoine",,,,"Son d'Avoine Bio Bjorg Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Son, Sons de céréales, Avoines, Sons d'avoine   ",4
Yaourt à la GRECQUE NATURE,Carrefour,"Desserts, Desserts lactés, Desserts lactés fermentés, Produits fermentés, Produits laitiers, Produits laitiers fermentés, Yaourts, Yaourts brassés, Yaourts brassés nature, Yaourts nature, Yaourts à la grecque, Yaourts à la grecque nature, en:plain-stirred-yogurts, Yaourts à la grecque, en:plain-greek-style-yogurts",,,,"Yaourt à la GRECQUE NATURE Carrefour Desserts, Desserts lactés, Desserts lactés fermentés, Produits fermentés, Produits laitiers, Produits laitiers fermentés, Yaourts, Yaourts brassés, Yaourts brassés nature, Yaourts nature, Yaourts à la grecque, Yaourts à la grecque nature, en:plain-stirred-yogurts, Yaourts à la grecque, en:plain-greek-style-yogurts   ",3
Paëlla royale aux petites gambas et au safran,Marie,"Produits de la mer,Poissons et dérivés,Poissons,Viandes et dérivés,Surgelés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats préparés surgelés,Plats préparés à réchauffer au micro-ondes,Paëllas,Plats à base de mollusques",,,,"Paëlla royale aux petites gambas et au safran Marie Produits de la mer,Poissons et dérivés,Poissons,Viandes et dérivés,Surgelés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats préparés surgelés,Plats préparés à réchauffer au micro-ondes,Paëllas,Plats à base de mollusques   ",9
20 madeleines longues aux œufs frais,Le Ster,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines, Madeleines longues",,,,"20 madeleines longues aux œufs frais Le Ster Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines, Madeleines longues   ",9
Flakes de sarrasin,Terres et Céréales,extruded flakes,,,,Flakes de sarrasin Terres et Céréales extruded flakes   ,9
Matin léger sans lactose 0% MG,Lactel,"Produits laitiers,Laits,Laits homogénéisés,Laits UHT,Laits écrémés,Laits de vache,Laits sans lactose,Laits à teneur réduite en lactose,Laits écrémés UHT",,,,"Matin léger sans lactose 0% MG Lactel Produits laitiers,Laits,Laits homogénéisés,Laits UHT,Laits écrémés,Laits de vache,Laits sans lactose,Laits à teneur réduite en lactose,Laits écrémés UHT   ",7
La Gâche Tranchée,La Fournée dorée,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Gâches, Brioches au chocolat",,,,"La Gâche Tranchée La Fournée dorée Snacks, Snacks sucrés, Viennoiseries, Brioches, Gâches, Brioches au chocolat   ",9
mousse au chocolat,Bonne Maman,"Desserts,Chocolate desserts,Sweet mousses,Chocolate mousses,fr:Mousses au chocolat noir",,,,"mousse au chocolat Bonne Maman Desserts,Chocolate desserts,Sweet mousses,Chocolate mousses,fr:Mousses au chocolat noir   ",9
Cioccolato Nocciole intere,RITTER SPORT,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates con leche, Chocolates con avellanas, Chocolate con leche y avellanas",,,,"Cioccolato Nocciole intere RITTER SPORT Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates con leche, Chocolates con avellanas, Chocolate con leche y avellanas   ",9
Cream of Chicken soup,Heinz,"Soups,Canned soups",,,,"Cream of Chicken soup Heinz Soups,Canned soups   ",9
Ketchup,Heinz,"Condiments, Sauces, Tomato sauces, Ketchup, Groceries",,,,"Ketchup Heinz Condiments, Sauces, Tomato sauces, Ketchup, Groceries   ",6
Napolina Extra Virgin Olive Oil 500Ml,Napolina,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils",,,,"Napolina Extra Virgin Olive Oil 500Ml Napolina Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils   ",9
Runny Honey,Rowse,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys",,,,"Runny Honey Rowse Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys   ",9
Innocent jus tutti frutti 900ml,Innocent,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Boissons sans sucre ajouté, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus",,,,"Innocent jus tutti frutti 900ml Innocent Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Boissons sans sucre ajouté, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus   ",8
Strawberries & Bananas,Innocent,"Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies, Fruit smoothies",,,,"Strawberries & Bananas Innocent Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies, Fruit smoothies   ",5
,Schweppes,"Beverages, Carbonated drinks, Sodas, Tonic water, Sweetened beverages, en:artificially-sweetened-beverages",,,," Schweppes Beverages, Carbonated drinks, Sodas, Tonic water, Sweetened beverages, en:artificially-sweetened-beverages   ",9
,Idéal,"Aides culinaires,Préparations pour desserts,Préparations pour flans",,,," Idéal Aides culinaires,Préparations pour desserts,Préparations pour flans   ",9
Marrakech orange 1l,SELECTION,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits à base de concentré, Jus d'orange, Jus d'orange à base de concentré",,,,"Marrakech orange 1l SELECTION Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits à base de concentré, Jus d'orange, Jus d'orange à base de concentré   ",8
Crunchy Maple Syrup,Nature Valley,"Snacks, Sweet snacks, Bars, Cereal bars, Cereal bar with maple syrup",,,,"Crunchy Maple Syrup Nature Valley Snacks, Sweet snacks, Bars, Cereal bars, Cereal bar with maple syrup   ",9
Rostoy melocotón 1l,Rostoy,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, fruit-based-beverages, juices-and-nectars, fruit-nectars, peach-nectars, aliments-et-boissons-à-base-de-végétaux, fr:boissons, fr:boissons-aux-fruits, boissons-à-base-de-végétaux, fr:jus-et-nectars, fr:nectars-de-fruits, nectars-de-pêche, en:fruit-juices",,,,"Rostoy melocotón 1l Rostoy beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, fruit-based-beverages, juices-and-nectars, fruit-nectars, peach-nectars, aliments-et-boissons-à-base-de-végétaux, fr:boissons, fr:boissons-aux-fruits, boissons-à-base-de-végétaux, fr:jus-et-nectars, fr:nectars-de-fruits, nectars-de-pêche, en:fruit-juices   ",8
Agua mineral grande,Solán de cabras,"Bebidas,Aguas,Aguas de manantial,Aguas minerales,Aguas minerales naturales,en:Low mineral bottled waters",,,,"Agua mineral grande Solán de cabras Bebidas,Aguas,Aguas de manantial,Aguas minerales,Aguas minerales naturales,en:Low mineral bottled waters   ",9
HOT Chicken Flavor Ramen,"Buldak,Samyang","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Productos deshidratados,Pastas alimenticias,Productos deshidratados para ser rehidratados,Tallarines,Fideos instantáneos,Fideos chinos,en:Flavoured Asian noodles,en:Korean noodles",,,,"HOT Chicken Flavor Ramen Buldak,Samyang Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Productos deshidratados,Pastas alimenticias,Productos deshidratados para ser rehidratados,Tallarines,Fideos instantáneos,Fideos chinos,en:Flavoured Asian noodles,en:Korean noodles   ",9
raw fruit & nut bar,nākd,"Snacks, Sweet snacks, Bars, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Barres, Barres aux fruits, Barres de céréales, Barres de céréales aux fruits, Barres de fruits & noix, Barres de fruits à coques, Biscuits et gâteaux, Fruits à coques et dérivés, Gâteaux, Snacks sucrés, en:cereal-bars",,,,"raw fruit & nut bar nākd Snacks, Sweet snacks, Bars, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Barres, Barres aux fruits, Barres de céréales, Barres de céréales aux fruits, Barres de fruits & noix, Barres de fruits à coques, Biscuits et gâteaux, Fruits à coques et dérivés, Gâteaux, Snacks sucrés, en:cereal-bars   ",9
Danpak Spreadable Lighter,Lidl,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters",,,,"Danpak Spreadable Lighter Lidl Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters   ",9
What The Cluck Vegan Chicken Style Chunks,The Vegetarian Butcher,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Soy based meat, Soy-based-chicken-style-chunks",,,,"What The Cluck Vegan Chicken Style Chunks The Vegetarian Butcher Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Soy based meat, Soy-based-chicken-style-chunks   ",5
Thon a huile végétale,PESCADA,"Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tunas in oil, en:tuna-in-olive-oil",,,,"Thon a huile végétale PESCADA Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tunas in oil, en:tuna-in-olive-oil   ",9
Rosemary & sea salt Flatbreads,Nairn's,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, breads, da:crackers, flatbread-oat, flatbread-crackers",,,,"Rosemary & sea salt Flatbreads Nairn's plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, breads, da:crackers, flatbread-oat, flatbread-crackers   ",5
Blackcurrant Flavored Drink with Nata de Coco,Mogu Mogu,"Getränke und Getränkezubereitungen,Getränke,Wasser,Wasser mit Geschmack,en:Bottled water flavoured with sugar,Gezuckerte Getränke",,,,"Blackcurrant Flavored Drink with Nata de Coco Mogu Mogu Getränke und Getränkezubereitungen,Getränke,Wasser,Wasser mit Geschmack,en:Bottled water flavoured with sugar,Gezuckerte Getränke   ",9
Dolca chocolate negro,"Dolca,Nestlé","Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates negros,en:Cacao et dérivés,en:Chocolats,en:Chocolats noirs,en:Snacks sucrés",,,,"Dolca chocolate negro Dolca,Nestlé Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates negros,en:Cacao et dérivés,en:Chocolats,en:Chocolats noirs,en:Snacks sucrés   ",9
gnocchi di patate,Rummo,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes fraîches, Gnocchi, Gnocchi de pommes de terre",,,,"gnocchi di patate Rummo Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes fraîches, Gnocchi, Gnocchi de pommes de terre   ",4
Sea Salted popcorn,Proper,"Snacks, Popcorn, en:salted-popcorn",,,,"Sea Salted popcorn Proper Snacks, Popcorn, en:salted-popcorn   ",9
Colman's Tartar Sauce,Colmans,"Condiments, Sauces, Tartare sauces, Groceries",,,,"Colman's Tartar Sauce Colmans Condiments, Sauces, Tartare sauces, Groceries   ",6
Corn Flakes,Nestle,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes",,,,"Corn Flakes Nestle Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes   ",5
Huile d'olive vierge extra - Il Biologico,Costa d'Oro,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges",,,,"Huile d'olive vierge extra - Il Biologico Costa d'Oro Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges   ",8
Krit crackers,Cuétara,"es:galletas-saladas, da:crackers",,,,"Krit crackers Cuétara es:galletas-saladas, da:crackers   ",9
Fiorentina Sourdough Pizza,Crosta & Mollica,"Meals, Pizzas pies and quiches, Pizzas, Vegetarian pizzas, Vegetable pizza, Sourdough",,,,"Fiorentina Sourdough Pizza Crosta & Mollica Meals, Pizzas pies and quiches, Pizzas, Vegetarian pizzas, Vegetable pizza, Sourdough   ",9
Greek Feta,"Sainsbury's, by Sainsbury's","Dairies, Fermented foods, Fermented milk products, Cheeses, Greek cheeses, Feta",,,,"Greek Feta Sainsbury's, by Sainsbury's Dairies, Fermented foods, Fermented milk products, Cheeses, Greek cheeses, Feta   ",2
Lightly salted tortilla chips,Aldi,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",,,,"Lightly salted tortilla chips Aldi Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips   ",9
Biscuits caramel épeautre,Gerblé,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits",,,,"Biscuits caramel épeautre Gerblé Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits   ",1
NESTLE DESSERT Noir Bio 170g,"Nestlé, Bio, Nestle dessert","Snacks,Desserts,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs, Confiseries, Confiseries chocolatées",,,,"NESTLE DESSERT Noir Bio 170g Nestlé, Bio, Nestle dessert Snacks,Desserts,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs, Confiseries, Confiseries chocolatées   ",9
Butter beans in water,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Legumes and their products, Legumes, Seeds, Vegetables based foods, Legume seeds, Vegetables, Pulses, Butter beans, en:canned-legumes",,,,"Butter beans in water Sainsbury's Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Legumes and their products, Legumes, Seeds, Vegetables based foods, Legume seeds, Vegetables, Pulses, Butter beans, en:canned-legumes   ",5
Real mayonnaise,Bramwells,"Condiments, Sauces, Mayonnaises",,,,"Real mayonnaise Bramwells Condiments, Sauces, Mayonnaises   ",6
muesli superfruits,Bjorg,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits",,,,"muesli superfruits Bjorg Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits   ",4
Coconut Classic,Vemondo,Plantaardige yoghurts,,,,Coconut Classic Vemondo Plantaardige yoghurts   ,9
Light Coconut Milk,Tesco,"Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut milks and creams",,,,"Light Coconut Milk Tesco Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut milks and creams   ",5
Sucre arome fleur d’oranger,,en:sugars,,,,Sucre arome fleur d’oranger  en:sugars   ,9
Donut milky,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts, Beignets fourrés au chocolat",,,,"Donut milky  Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts, Beignets fourrés au chocolat   ",1
Chips saveur beurre salé,Brets,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Frozen foods,Crisps,Potato crisps,fr:Chips au beurre salé",,,,"Chips saveur beurre salé Brets Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Frozen foods,Crisps,Potato crisps,fr:Chips au beurre salé   ",5
Tomato purée,Cucina,Double concentrate tomato puree,,,,Tomato purée Cucina Double concentrate tomato puree   ,9
Olive oil,"Lidl,Primadonna","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Olive oils from Spain,Olive oils from Antequera",,,,"Olive oil Lidl,Primadonna Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Olive oils from Spain,Olive oils from Antequera   ",5
Almond Butter + Puffed Quinoa Dark Chocolate,Hu,"Plant-based foods and beverages,Plant-based foods,Snacks,Sweet snacks,Cocoa and its products,Nuts and their products,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds",,,,"Almond Butter + Puffed Quinoa Dark Chocolate Hu Plant-based foods and beverages,Plant-based foods,Snacks,Sweet snacks,Cocoa and its products,Nuts and their products,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds   ",9
Aranciata Rossa (orange sanguine),"Nestlé, San Pellegrino","Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Boisson gazeuse aux fruits, Sodas à l'orange, Boissons à l'orange, Boissons avec sucre ajouté",,,,"Aranciata Rossa (orange sanguine) Nestlé, San Pellegrino Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Boisson gazeuse aux fruits, Sodas à l'orange, Boissons à l'orange, Boissons avec sucre ajouté   ",8
Boursin végétal ail & herbes,Boursin,en:Cheese spreads substitutes,,,,Boursin végétal ail & herbes Boursin en:Cheese spreads substitutes   ,9
Crispy skinny fries,Strong Roots,"Chips and fries, Frozen foods, Frozen fried potatoes, Fries, Frozen fries",,,,"Crispy skinny fries Strong Roots Chips and fries, Frozen foods, Frozen fried potatoes, Fries, Frozen fries   ",9
Pain de mie complet Grandes Tranches,Auchan,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet, Surgelés, Pains surgelés",,,,"Pain de mie complet Grandes Tranches Auchan Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet, Surgelés, Pains surgelés   ",4
Cool Sour Cream & Chive,Snack a Jacks,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Cereals and their products, Puffed cereal cakes, Puffed rice cakes, en:appetizers",,,,"Cool Sour Cream & Chive Snack a Jacks Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Cereals and their products, Puffed cereal cakes, Puffed rice cakes, en:appetizers   ",5
Pampers complete clean aloe Vera,,,,,,Pampers complete clean aloe Vera     ,9
Burger rústico,Hacendado,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Sliced breads,es:Burger rústico 100 % integral",,,,"Burger rústico Hacendado Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Sliced breads,es:Burger rústico 100 % integral   ",0
Yaos,Nestlé,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts à la grecque,en:plain-greek-style-yogurts",,,,"Yaos Nestlé Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts à la grecque,en:plain-greek-style-yogurts   ",3
"1,5L SCHWEPPES INDIAN TONIC PE",SCHWEPPES,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Boissons gazeuses sans jus de fruit, Eau tonique, Boissons gazeuses sans jus de fruit à teneur réduite en sucres, Boissons gazeuses sucrées sans jus de fruit, Boissons gazeuses sans jus de fruit sucrées avec édulcorants, Boissons avec sucre ajouté",,,,"1,5L SCHWEPPES INDIAN TONIC PE SCHWEPPES Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Boissons gazeuses sans jus de fruit, Eau tonique, Boissons gazeuses sans jus de fruit à teneur réduite en sucres, Boissons gazeuses sucrées sans jus de fruit, Boissons gazeuses sans jus de fruit sucrées avec édulcorants, Boissons avec sucre ajouté   ",8
Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks,Off The Eaten Path,"Snacks, Salty snacks, Appetizers, Pea sticks",,,,"Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks Off The Eaten Path Snacks, Salty snacks, Appetizers, Pea sticks   ",9
hala,,Huiles,,,,hala  Huiles   ,9
Sticky Toffee Oat Boosts,Graze,"Snacks,Sweet snacks,Bars,Cereal bars",,,,"Sticky Toffee Oat Boosts Graze Snacks,Sweet snacks,Bars,Cereal bars   ",9
Soft Bakes Blueberry,"Belvita,Mondelez","Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Breakfast biscuit",,,,"Soft Bakes Blueberry Belvita,Mondelez Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Breakfast biscuit   ",1
gervais le petit suisse,Danone,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Petits suisses",,,,"gervais le petit suisse Danone Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Petits suisses   ",3
